장례식장명,항목,호실/상세,가격(만원)
"수원시연화장장례식장","염습료","특수",12
"수원시연화장장례식장","염습료","염습비(일반)",7
"수원요양병원장례식장","안치료","안치료 /  1일당",7.2
"수원요양병원장례식장","안치료","안치료 / 1시간당",0.3
"수원요양병원장례식장","염습료","만 15세 미만",20
"수원요양병원장례식장","염습료","만 15세 이상/ 사고사 부검등의 사",50
"수원요양병원장례식장","염습료","만15세 이상/ 정상 사망사체",40
"수원요양병원장례식장","염습료","2인 1조",15
"수장례식장","장례식장 임대료","빈소사용료 1일",80
"수장례식장","장례식장 임대료","빈소사용료 1일",60
"수장례식장","장례식장 임대료","빈소사용료  1일",40
"수장례식장","장례식장 임대료","빈소사용료  1일",30
"수장례식장","장례식장 임대료","빈소사용료  1일",80
"수장례식장","장례식장 임대료","200제곱미터",69.6
"수장례식장","장례식장 임대료","입관실사용  1회",30
"수장례식장","안치료","70제곱미터",13.2
"수장례식장","안치료","안치료    1일",10
"수장례식장","염습료","염습료",30
"수장례식장","염습료","10킬로그램",6
"수장례식장","염습료","1회",15
"수장례식장","염습료","1회",42
"순창군보건의료원장례식장","장례식장 임대료","관외",25
"순창군보건의료원장례식장","장례식장 임대료","관내",20
"순창군보건의료원장례식장","안치료","안치실만 사용할 경우",5
"순창온누리장례식장","안치료","1일",8
"순창온누리장례식장","염습료","1회",30
"순창온누리장례식장","염습료","1회",5
"순창요양병원장례식장","장례식장 임대료","1일",20
"순창요양병원장례식장","장례식장 임대료","1회",25
"순창요양병원장례식장","안치료","1일",8
"순창요양병원장례식장","염습료","1회",20
"순창요양병원장례식장","염습료","1회",30
"순창요양병원장례식장","염습료","1회",10
"순창장례식장","안치료","1회",8
"순창현대장례식장","안치료","3일기준",24
"순창현대장례식장","염습료","2인염습비",20
"순천의료원장례식장","장례식장 임대료","1회당",10
"순천의료원장례식장","장례식장 임대료","1회당",5
"순천의료원장례식장","장례식장 임대료","1회당",25
"순천의료원장례식장","장례식장 임대료","야간(당일07시~익일08시)",35
"순천의료원장례식장","안치료","1일 사용료",5
"순천의료원장례식장","안치료","시간당 사용료",0.2
"순천중앙병원장례식장","장례식장 임대료","시간",0.2
"순천중앙병원장례식장","장례식장 임대료","시간",2.7
"순천중앙병원장례식장","장례식장 임대료","일",50
"순천중앙병원장례식장","장례식장 임대료","일",65
"순천중앙병원장례식장","장례식장 임대료","일",30
"순천중앙병원장례식장","안치료","일",5
"순천중앙병원장례식장","안치료","회",10
"순천중앙병원장례식장","안치료","회",30
"순천한국병원장례식장","장례식장 임대료","vip실(150평)가족방 및 샤워실.",5
"순천한국병원장례식장","장례식장 임대료","3호실(70평)가족방.샤워실.화장실",3.8
"순천한국병원장례식장","장례식장 임대료","2호실(70평)가족방.샤워실.화장실",3.8
"순천한국병원장례식장","장례식장 임대료","6호실(50평)가족방.샤워실.화장실",2.1
"순천한국병원장례식장","장례식장 임대료","5호실(60평)가족방.샤워실.화장실",2.5
"순천한국병원장례식장","장례식장 임대료","1회사용",30
"순천한국병원장례식장","안치료","1일24시간(시간당2916)",10
"순천향대학병원장례식장","장례식장 임대료","80평형(24시간기준)",108
"순천향대학병원장례식장","장례식장 임대료","45평형(24시간기준)",52.8
"순천향대학병원장례식장","장례식장 임대료","155평형(24시간기준)",216
"순천향대학병원장례식장","장례식장 임대료","80평형(24시간기준)",96
"순천향대학병원장례식장","장례식장 임대료","45평형(24시간기준)",60
"순천향대학병원장례식장","장례식장 임대료","자체입관",20
"순천향대학병원장례식장","안치료","1구당(24시간)",9.6
"순천향대학병원장례식장","염습료","2인1조",40
"순천향대학병원장례식장","염습료","2인1조",10
"순천향부천장례식장","장례식장 임대료","자체입관",40
"순천향부천장례식장","염습료","장례지도사2명",20
"순천향부천장례식장","염습료","장례지도사2명",30
"순천향부천장례식장","염습료","장례지도사2명",10
"순천향장례식장","장례식장 임대료","1일 기준",80
"순천향장례식장","장례식장 임대료","1일 기준",40
"순천향장례식장","장례식장 임대료","1일 기준",70
"순천향장례식장","장례식장 임대료","1일 기준",20
"순천향장례식장","장례식장 임대료","1일 기준",50
"순천향장례식장","장례식장 임대료","1일 기준",30
"순천향장례식장","안치료","1일 기준",10
"순천향장례식장","염습료","1회 기준",30
"순천향장례식장","염습료","1회 기준",20
"순천향천안장례식장","장례식장 임대료","1실 기준 218㎡ (66평)",20
"순천향천안장례식장","염습료","2인 인건비",30
"순천향천안장례식장","염습료","09~16시 이외",10
"순천향천안장례식장","염습료","10세 이하",20
"순천향천안장례식장","염습료","2인 인건비",10
"숭례관장례식장","장례식장 임대료","24시간기준",60
"숭례관장례식장","장례식장 임대료","24시간기준",55.2
"숭례관장례식장","장례식장 임대료","24시간기준",48
"숭례관장례식장","장례식장 임대료","24시간 기준",72
"숭례관장례식장","안치료","1일기준",12
"숭례관장례식장","염습료","2인",30
"숭례관장례식장","염습료","1회",10
"쉴낙원 남대전장례식장","장례식장 임대료","1구당",15
"쉴낙원 남대전장례식장","안치료","24시간 기준",4.8
"쉴낙원 남대전장례식장","염습료","1구당",10
"쉴낙원 당진 장례식장","장례식장 임대료","181.9",48
"쉴낙원 당진 장례식장","장례식장 임대료","314.1",69.4
"쉴낙원 당진 장례식장","장례식장 임대료","181.9",48
"쉴낙원 당진 장례식장","장례식장 임대료","396.7",89.2
"쉴낙원 당진 장례식장","장례식장 임대료","181.9",48
"쉴낙원 당진 장례식장","장례식장 임대료","314.1",69.4
"쉴낙원 당진 장례식장","장례식장 임대료","181.9",48
"쉴낙원 당진 장례식장","장례식장 임대료","314.1",69.4
"쉴낙원 당진 장례식장","장례식장 임대료","염습실/입관실",30
"쉴낙원 당진 장례식장","염습료","베개",1
"쉴낙원 당진 장례식장","염습료","턱받이",3
"쉴낙원 당진 장례식장","염습료","수시비",15
"쉴낙원 당진 장례식장","염습료","칠성판",2
"쉴낙원 당진 장례식장","염습료","위생복건",4.8
"쉴낙원 당진 장례식장","염습료","흡수포",8
"쉴낙원 당진 장례식장","염습료","수세포",5
"쉴낙원 당진 장례식장","염습료","위생용품",13
"쉴낙원 오산동탄 장례식장","장례식장 임대료","1회",15
"쉴낙원 오산동탄 장례식장","장례식장 임대료","126평",69
"쉴낙원 오산동탄 장례식장","장례식장 임대료","102평",92
"쉴낙원 오산동탄 장례식장","장례식장 임대료","188평",120
"쉴낙원 오산동탄 장례식장","장례식장 임대료","137평",113
"쉴낙원 오산동탄 장례식장","장례식장 임대료","168평",108
"쉴낙원 오산동탄 장례식장","장례식장 임대료","121평",96
"쉴낙원 오산동탄 장례식장","장례식장 임대료","214평",129
"쉴낙원 오산동탄 장례식장","장례식장 임대료","132평",88
"쉴낙원 오산동탄 장례식장","안치료","1구",12
"쉴낙원 오산동탄 장례식장","안치료","1회",30
"쉴낙원 오산동탄 장례식장","염습료","2인",30
"쉴낙원 오산동탄 장례식장","염습료","2인",15
"쉴낙원갈마성심장례식장","장례식장 임대료","221.49m2(67평)",67.2
"쉴낙원갈마성심장례식장","장례식장 임대료","495.87m2(150평)",124.8
"쉴낙원갈마성심장례식장","장례식장 임대료","307.44m2(93평)",96
"쉴낙원갈마성심장례식장","장례식장 임대료","495.87m2(150평)",124.8
"쉴낙원갈마성심장례식장","장례식장 임대료","413.22m2(125평)",115.2
"쉴낙원갈마성심장례식장","장례식장 임대료","337.44m2(102평)",103.2
"쉴낙원갈마성심장례식장","안치료","안치실",7.2
"쉴낙원경기장례식장","장례식장 임대료","463m2 (140평형)",193
"쉴낙원경기장례식장","장례식장 임대료","624m2 (189평형)",273
"쉴낙원경기장례식장","장례식장 임대료","248m2 (72평형)",96
"쉴낙원경기장례식장","장례식장 임대료","305m2 (92평형)",129
"쉴낙원경기장례식장","장례식장 임대료","288m2 (87평형)",119
"쉴낙원경기장례식장","장례식장 임대료","429m2 (130평형)",183
"쉴낙원경기장례식장","장례식장 임대료","797m2 (241평형)",348
"쉴낙원경기장례식장","장례식장 임대료","333m2 (101평형)",142
"쉴낙원경기장례식장","장례식장 임대료","268m2 (81평형)",109
"쉴낙원경기장례식장","장례식장 임대료","1회",40
"쉴낙원경기장례식장","장례식장 임대료","1회",18
"쉴낙원경기장례식장","장례식장 임대료","1일",6
"쉴낙원경기장례식장","장례식장 임대료","1일",4
"쉴낙원경기장례식장","장례식장 임대료","1회",30
"쉴낙원경기장례식장","안치료","1구",12
"쉴낙원경기장례식장","염습료","1회",45
"쉴낙원경기장례식장","염습료","1회",15
"쉴낙원경기장례식장","염습료","1장",5
"쉴낙원경기장례식장","염습료","1개",2
"쉴낙원경기장례식장","염습료","1장",8
"쉴낙원경기장례식장","염습료","1세트",5.2
